vehiculo,bloque_coste,categoria_coste,dimension_coste,partida,unidad,year,valor,valor_eur,unidad_estandarizada
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2023,"0,0158",0.0158,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2024,"0,0163",0.0163,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2017,"0,0550",0.055,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2018,"0,0571",0.0571,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2019,"0,0575",0.0575,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2020,"0,0563",0.0563,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2021,"0,0589",0.0589,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2022,"0,0675",0.0675,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2023,"0,0671",0.0671,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2024,"0,0680",0.068,eur/vehículo-km
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2017,"3.673,39",3673.39,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2018,"3.714,69",3714.69,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2019,"3.748,66",3748.66,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2020,"3.781,17",3781.17,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2021,"3.818,72",3818.72,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2022,"3.938,87",3938.87,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2023,"4.073,96",4073.96,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2024,"4.167,92",4167.92,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2017,"568,43",568.43,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2018,"516,96",516.96,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2019,"542,83",542.83,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2020,"510,94",510.94,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2021,"528,86",528.86,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2022,"649,22",649.22,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2023,"1.084,38",1084.38,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2024,"1.114,08",1114.08,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2017,"29.034,38",29034.38,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2018,"29.592,97",29592.97,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2019,"30.051,09",30051.09,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2020,"30.464,97",30464.97,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2021,"31.034,57",31034.57,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2022,"31.481,03",31481.03,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2023,"32.615,33",32615.33,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2024,"34.351,12",34351.12,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2017,"3.514,91",3514.91,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2018,"3.572,07",3572.07,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2019,"3.651,66",3651.66,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2020,"3.658,50",3658.5,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2021,"3.689,99",3689.99,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2022,"3.725,42",3725.42,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2023,"3.846,50",3846.5,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2024,"4.165,96",4165.96,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2017,"634,71",634.71,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2018,"645,98",645.98,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2019,"657,23",657.23,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2020,"656,41",656.41,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2021,"661,27",661.27,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2022,"700,24",700.24,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2023,"744,36",744.36,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2024,"767,15",767.15,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2017,"10.999,72",10999.72,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2018,"12.161,86",12161.86,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2019,"11.981,38",11981.38,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2020,"10.652,75",10652.75,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2021,"12.169,34",12169.34,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2022,"18.226,06",18226.06,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2023,"15.988,96",15988.96,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2024,"14.878,53",14878.53,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2017,"518,92",518.92,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2018,"528,52",528.52,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2019,"537,10",537.1,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2020,"545,70",545.7,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2021,"557,71",557.71,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2022,"579,14",579.14,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2023,"615,75",615.75,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2024,"642,20",642.2,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2017,"2.147,35",2147.35,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2018,"2.155,39",2155.39,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2019,"2.144,11",2144.11,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2020,"2.173,70",2173.7,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2021,"2.215,66",2215.66,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2022,"2.415,27",2415.27,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2023,"2.657,29",2657.29,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2024,"2.730,49",2730.49,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2017,"738,97",738.97,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2018,"752,61",752.61,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2019,"764,87",764.87,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2020,"777,11",777.11,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2021,"794,20",794.2,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2022,"824,71",824.71,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2023,"876,86",876.86,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2024,"914,50",914.5,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2017,"1.231,67",1231.67,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2018,"1.254,42",1254.42,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2019,"1.274,81",1274.81,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2020,"1.295,23",1295.23,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2021,"1.323,70",1323.7,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2022,"1.374,59",1374.59,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2023,"1.461,46",1461.46,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2024,"1.524,25",1524.25,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2017,"6.027,20",6027.2,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2018,"6.143,03",6143.03,eur/año
vehículo rígido de 2 ejes de distribución,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2019,"6.237,89",6237.89,eur/año
