Año,Vehículo,Categoría Costes,Subcategoría Costes,Tipo Costes,Costes Unitarios,Costes Anuales
2022,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0537,5367.2
2023,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0571,5706.5
2024,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0595,5951.58
2017,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0369,3694.83
2018,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0376,3763.1
2019,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0382,3824.23
2020,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0389,3885.48
2021,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0397,3970.98
2022,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0412,4123.58
2023,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0438,4384.23
2024,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0457,4572.53
2017,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1429,14286.33
2018,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1456,14561.13
2019,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1479,14786.2
2020,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1499,14990.73
2021,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1527,15270.98
2022,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1549,15489.9
2023,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1605,16048.05
2024,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.169,16902.1
2017,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0787,7868.71
2018,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0801,8008.55
2019,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0815,8147.94
2020,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0814,8137.74
2021,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.082,8198.01
2022,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0868,8681.2
2023,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0923,9228.03
2024,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0951,9510.77
2017,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0833,8333.08
2018,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0861,8613.16
2019,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0868,8681.62
2020,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0851,8514.62
2021,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0888,8878.31
2022,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1013,10127.43
2023,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1021,10212.36
2024,Cisterna Articulado De Mercancías Peligrosas (Gases Glp),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1036,10356.46
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1414,17680.35
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.143,17877.15
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1443,18036.81
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1456,18194.57
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.147,18377.78
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1518,18971.99
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1571,19642.22
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1608,20096.69
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0241,3013.58
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0219,2740.72
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.023,2877.87
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0217,2708.79
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0224,2803.8
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0275,3441.91
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.046,5748.93
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0473,5906.42
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2323,29034.38
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2367,29592.97
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2404,30051.09
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2437,30464.97
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2483,31034.57
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2518,31481.03
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2609,32615.33
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2748,34351.12
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0617,7707.13
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0627,7832.46
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0641,8006.97
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0642,8021.97
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0647,8091.03
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0653,8168.73
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0675,8434.21
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0731,9134.69
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0065,813.1
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0066,827.54
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0067,841.95
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0067,840.89
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0068,847.12
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0072,897.05
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0076,953.56
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0079,982.76
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2853,35666.37
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3155,39434.6
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3108,38849.39
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2763,34541.34
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3157,39458.84
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4728,59097.65
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4148,51843.92
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3859,48243.34
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0135,1682.6
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0137,1713.71
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0139,1741.54
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0142,1769.44
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0145,1808.36
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.015,1877.86
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.016,1996.56
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0167,2082.31
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.045,5621.08
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0451,5642.18
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0449,5612.68
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0455,5690.13
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0464,5799.93
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0506,6322.4
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0556,6955.95
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0572,7147.6
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0317,3958.72
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0323,4031.88
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0328,4097.41
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0333,4163.03
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.034,4254.6
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0353,4418.1
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0376,4697.38
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0392,4899.16
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0293,3665.5
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0299,3733.29
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0304,3793.94
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0308,3854.66
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0315,3939.47
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0327,4090.85
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0348,4349.47
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0363,4536.28
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1364,17054.91
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1391,17382.97
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1412,17651.69
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1432,17895.78
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1458,18230.35
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1479,18491.75
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1533,19158.06
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1614,20177.63
2017,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0491,6137.59
2018,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.05,6246.67
2019,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0508,6355.4
2020,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0508,6347.44
2021,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0512,6394.46
2022,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0542,6771.34
2023,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0576,7197.87
2024,Cisterna Articulado De Productos De Alimentación,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0593,7418.4
2017,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0687,8582.29
2018,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0713,8908.65
2019,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0717,8964.59
2020,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0699,8742.05
2021,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0733,9167.62
2022,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0853,10661.99
2023,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0851,10633.58
2024,Cisterna Articulado De Productos De Alimentación,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0858,10723.47
2017,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.136,17003.33
2018,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1375,17192.44
2019,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1388,17345.69
2020,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.14,17497.52
2021,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1414,17673.89
2022,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.146,18246.58
2023,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1511,18892.7
2024,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1546,19329.94
2017,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0229,2858.49
2018,Cisterna Articulado De Productos Pulverulentos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0208,2599.67
